; Design for the peak-calling of Celegans-H3K27me3
treatment	control		descr
GSM1217459	GSM1217457	-
;GSM1217460	GSM1217457	-
;GSM1217459	GSM1217458	-
;GSM1217460	GSM1217458	-

