#merged_file	source_file	type	chipped
GSM1470159	SRR1542426	input	gcn4	-
GSM1470160	SRR1542427	chip	gcn4	-
GSM1470161	SRR1542428	input	gcn4	-
GSM1470162	SRR1542429	chip	gcn4	-
GSM1470163	SRR1542430	input	gcn4	-
GSM1470164	SRR1542431	chip	gcn4	-

